incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
10012837,04/23/2010 08:46:00 AM,XX,DANE AVE,,S,56,23F,THEFT FROM MOTOR VEHICLE,-71.10387,42.38027,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
10037071,11/04/2010 09:57:00 AM,XX,DANE AVE,,S,56,23F,THEFT FROM MOTOR VEHICLE,-71.10387,42.38027,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
15006341,02/10/2015 12:55:35 PM,XX,DURHAM ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.10642,42.37919,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
7003685,02/02/2007 12:20:00 PM,XX,DURHAM ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10642,42.37919,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
15000861,01/07/2015 01:52:44 PM,XX,DURHAM ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.10642,42.37919,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
9035240,09/23/2009 07:36:00 AM,XX,ELM ST,,B,76,220,BURGLARY/BREAKING AND ENTERING,-71.11381,42.38618,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8022986,07/04/2008 11:09:00 PM,XX,ELM ST,,S,76,220,BURGLARY/BREAKING AND ENTERING,-71.11381,42.38618,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
16003357,01/19/2016 07:50:42 AM,XX,ELSTON ST,,S,95,23F,THEFT FROM MOTOR VEHICLE,-71.11964,42.39247,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
5030639,09/18/2005 05:55:00 PM,XX,FAIRFAX ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12852,42.41104,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
10002289,01/22/2010 10:20:00 PM,XX,FENWICK ST,,S,36,220,BURGLARY/BREAKING AND ENTERING,-71.09550,42.39448,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
7035111,09/22/2007 03:26:00 PM,XX,FLINT ST,,S,14,23F,THEFT FROM MOTOR VEHICLE,-71.08558,42.38399,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
10021990,07/01/2010 12:46:00 PM,XX,FRANKLIN ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.08307,42.38624,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
12046633,11/21/2012 01:19:00 PM,XX,GARFIELD AVE,,S,5,240,MOTOR VEHICLE THEFT,-71.08627,42.38938,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
7033865,09/14/2007 02:39:00 PM,XX,GEORGE ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.07976,42.38630,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
9022140,06/18/2009 07:36:00 PM,XX,GEORGE ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.07976,42.38630,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
7045393,12/16/2007 11:15:00 AM,XX,GOV WINTHROP RD,,S,32,240,MOTOR VEHICLE THEFT,-71.08590,42.39508,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
7013078,04/18/2007 04:15:00 PM,XX,GOV WINTHROP RD,,S,NA,240,MOTOR VEHICLE THEFT,-71.08590,42.39508,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
17005721,01/28/2017 12:45:47 AM,XX,GRANDVIEW AV,,S,48,23F,THEFT FROM MOTOR VEHICLE,-71.09484,42.38477,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
5016252,05/26/2005 05:39:00 PM,XX,GRANT ST,,,NA,240,MOTOR VEHICLE THEFT,-71.09098,42.39213,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5016232,05/26/2005 03:04:00 PM,XX,GRANT ST,,,NA,240,MOTOR VEHICLE THEFT,-71.09098,42.39213,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
9041696,11/10/2009 08:51:00 PM,XX,GRANT ST,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.09098,42.39213,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
9040844,11/03/2009 06:37:00 PM,XX,GRANT ST,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.09098,42.39213,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
12023272,06/18/2012 08:13:00 AM,XX,GREENE ST,,S,49,23F,THEFT FROM MOTOR VEHICLE,-71.10348,42.38447,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
10007403,03/09/2010 06:30:00 PM,XX,GREENWOOD TERR,,S,81,220,BURGLARY/BREAKING AND ENTERING,-71.11448,42.38499,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
16076522,12/05/2016 10:22:06 AM,XX,GROVE ST,,B,107,23F,THEFT FROM MOTOR VEHICLE,-71.12039,42.39569,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
11036095,10/26/2011 06:45:00 PM,XX,HALL AVE,,S,104,220,BURGLARY/BREAKING AND ENTERING,-71.12023,42.39837,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
15013966,03/31/2015 01:44:26 AM,XX,HAMLET ST,,S,47,23F,THEFT FROM MOTOR VEHICLE,-71.09288,42.38428,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
15002529,01/19/2015 08:44:59 AM,XX,HANCOCK ST,,S,100,240,MOTOR VEHICLE THEFT,-71.11670,42.39031,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
11029031,09/04/2011 10:09:00 PM,XX,HANSON ST,,S,53,220,BURGLARY/BREAKING AND ENTERING,-71.10595,42.38024,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
13041209,11/02/2013 09:39:02 AM,XX,HAROLD ST,,S,58,220,BURGLARY/BREAKING AND ENTERING,-71.10215,42.37638,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
13035473,09/16/2013 09:14:08 AM,XX,HARRISON RD,,S,125,23F,THEFT FROM MOTOR VEHICLE,-71.12755,42.39859,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
9032565,09/02/2009 06:55:00 AM,XX,HAWTHORNE ST,,S,95,23F,THEFT FROM MOTOR VEHICLE,-71.11774,42.39386,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
8024996,07/19/2008 08:23:00 PM,XX,HIGH ST,,S,131,220,BURGLARY/BREAKING AND ENTERING,-71.12920,42.40967,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
8013423,04/22/2008 08:20:00 AM,XX,HIGHLAND AVE,,S,17,23F,THEFT FROM MOTOR VEHICLE,-71.09312,42.38481,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
8029441,08/21/2008 01:39:00 PM,XX,HOMER SQ,,S,24,23F,THEFT FROM MOTOR VEHICLE,-71.09384,42.38022,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
13010894,03/19/2013 12:48:59 PM,XX,HOWE ST,,S,41,23F,THEFT FROM MOTOR VEHICLE,-71.09515,42.38965,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
13022025,06/07/2013 04:08:14 PM,XX,HOWE ST,,S,41,23F,THEFT FROM MOTOR VEHICLE,-71.09515,42.38965,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
12017509,05/09/2012 11:46:00 AM,XX,HOWE ST,,S,41,240,MOTOR VEHICLE THEFT,-71.09515,42.38965,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
14044299,12/15/2014 12:54:15 PM,XX,IBBETSON ST,,S,77,23F,THEFT FROM MOTOR VEHICLE,-71.11197,42.38530,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
12039616,09/30/2012 07:53:00 PM,XX,JAMES ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.09385,42.38774,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
7044278,12/06/2007 04:00:00 PM,XX,JAMES ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.09385,42.38774,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
8032271,09/10/2008 10:54:00 PM,XX,KENNESON RD,,S,40,220,BURGLARY/BREAKING AND ENTERING,-71.09152,42.39115,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
14015923,05/20/2014 08:15:50 PM,XX,KENNESON RD,,S,40,23F,THEFT FROM MOTOR VEHICLE,-71.09152,42.39115,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
13009515,03/08/2013 08:01:21 PM,XX,KENNESON RD,,S,40,240,MOTOR VEHICLE THEFT,-71.09152,42.39115,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
8023782,07/10/2008 08:20:00 PM,XX,KENNESON RD,,S,40,220,BURGLARY/BREAKING AND ENTERING,-71.09152,42.39115,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
8015516,05/09/2008 12:56:00 PM,XX,KENNESON RD,,S,40,220,BURGLARY/BREAKING AND ENTERING,-71.09152,42.39115,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
8006576,02/25/2008 03:56:00 PM,XX,KENSINGTON AVE,,S,5,220,BURGLARY/BREAKING AND ENTERING,-71.08697,42.38973,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
13000779,01/06/2013 11:05:00 AM,XX,KENT CT,,S,81,23F,THEFT FROM MOTOR VEHICLE,-71.11050,42.38270,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
9039635,10/25/2009 08:43:00 AM,XX,KNAPP ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.10187,42.38267,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
5033471,10/11/2005 05:02:00 PM,XX,LANGMAID AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09386,42.39314,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
16060197,09/22/2016 06:54:31 PM,XX,LAUREL ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.10502,42.38348,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
9027826,07/28/2009 05:38:00 PM,XX,LAUREL ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.10502,42.38348,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
12015212,04/23/2012 02:31:00 PM,XX,LEE ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.09953,42.38997,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
12036122,09/08/2012 02:02:00 PM,XX,LEONARD ST,,S,111,23F,THEFT FROM MOTOR VEHICLE,-71.12045,42.40151,25,017,350600,1400000US25017350600,25017350600,3506,CT,516247,0
13027815,07/22/2013 11:04:34 AM,XX,LINDEN ST,,S,25,23F,THEFT FROM MOTOR VEHICLE,-71.09265,42.37823,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
8001225,01/11/2008 12:21:00 PM,XX,LINWOOD ST,,S,26,23F,THEFT FROM MOTOR VEHICLE,-71.08544,42.37580,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
15016825,04/16/2015 07:57:06 AM,XX,MAINE TERR,,S,7,23F,THEFT FROM MOTOR VEHICLE,-71.08126,42.38878,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
7017782,05/23/2007 04:34:00 PM,XX,MARSHALL ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09347,42.39184,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
17043160,07/16/2017 04:07:57 PM,XX,MCGRATH HWY,,B,26,23F,THEFT FROM MOTOR VEHICLE,-71.08246,42.37406,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
11027022,08/19/2011 09:34:00 AM,XX,MEACHAM ST,,S,33,23F,THEFT FROM MOTOR VEHICLE,-71.09649,42.39767,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8047076,12/30/2008 05:23:00 PM,XX,MEMORIAL RD,,S,34,220,BURGLARY/BREAKING AND ENTERING,-71.09184,42.39583,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
6042610,12/10/2006 10:12:00 PM,XX,MEMORIAL RD,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09184,42.39583,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
7000472,01/04/2007 10:13:00 PM,XX,MEMORIAL RD,,S,NA,120,ROBBERY,-71.09184,42.39583,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
6010306,03/30/2006 02:04:00 AM,XX,MEMORIAL RD,,,NA,120,ROBBERY,-71.09184,42.39583,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5016775,05/31/2005 08:10:00 AM,XX,MEMORIAL RD,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09184,42.39583,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
9022663,06/22/2009 08:34:00 AM,XX,MICHIGAN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.08377,42.38803,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
13033814,09/04/2013 02:32:10 PM,XX,MUNROE ST,,S,23,220,BURGLARY/BREAKING AND ENTERING,-71.09192,42.38079,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
14015333,05/16/2014 02:39:19 AM,XX,NEWBURY ST,,S,122,23F,THEFT FROM MOTOR VEHICLE,-71.12764,42.40262,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
10037883,11/12/2010 09:08:00 PM,XX,OAK ST,,S,28,220,BURGLARY/BREAKING AND ENTERING,-71.09723,42.37603,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
7000555,01/05/2007 02:16:00 PM,XX,OAK ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09723,42.37603,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
10031011,09/12/2010 10:01:00 PM,XX,OTIS ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.08786,42.38738,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
6008044,03/11/2006 11:22:00 PM,XX,OTIS ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.08786,42.38738,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
8016855,05/20/2008 08:13:00 AM,XX,OTIS ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.08786,42.38738,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
11019702,06/18/2011 12:44:00 PM,XX,OTIS ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.08786,42.38738,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
11037288,11/04/2011 08:04:00 AM,XX,PARTRIDGE AVE,,S,66,23F,THEFT FROM MOTOR VEHICLE,-71.10396,42.39332,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
14046232,12/29/2014 07:14:21 PM,XX,PEARSON RD,,S,102,220,BURGLARY/BREAKING AND ENTERING,-71.11431,42.40109,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
7036083,09/29/2007 09:02:00 AM,XX,PINCKNEY ST,,S,15,220,BURGLARY/BREAKING AND ENTERING,-71.08232,42.38258,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
15000583,01/05/2015 08:35:18 AM,XX,PINCKNEY ST,,S,15,23F,THEFT FROM MOTOR VEHICLE,-71.08232,42.38258,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
8035390,10/02/2008 12:46:00 PM,XX,PORTER ST,,S,77,23F,THEFT FROM MOTOR VEHICLE,-71.11319,42.38686,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
12022765,06/14/2012 04:35:00 PM,XX,PROSPECT HILL AVE,,S,21,23F,THEFT FROM MOTOR VEHICLE,-71.09154,42.38167,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
12014190,04/16/2012 09:15:00 AM,XX,PROSPECT HILL AVE,,S,21,23F,THEFT FROM MOTOR VEHICLE,-71.09154,42.38167,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
10005553,02/22/2010 09:06:00 AM,XX,PUTNAM RD,,S,32,23F,THEFT FROM MOTOR VEHICLE,-71.08585,42.39675,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
8030005,08/25/2008 04:10:00 PM,XX,PUTNAM RD,,S,32,220,BURGLARY/BREAKING AND ENTERING,-71.08585,42.39675,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
5022719,07/18/2005 04:48:00 PM,XX,RHODE ISLAND AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.08331,42.38951,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
12000745,01/07/2012 05:46:00 AM,XX,RIVER RD,,S,34,220,BURGLARY/BREAKING AND ENTERING,-71.09293,42.39722,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
15019830,05/02/2015 10:24:15 AM,XX,RIVER RD,,S,34,220,BURGLARY/BREAKING AND ENTERING,-71.09293,42.39722,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
12002721,01/23/2012 04:34:00 PM,XX,RIVER RD,,S,34,220,BURGLARY/BREAKING AND ENTERING,-71.09293,42.39722,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
11027822,08/26/2011 02:54:00 AM,XX,RIVER RD,,S,34,220,BURGLARY/BREAKING AND ENTERING,-71.09293,42.39722,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
15054111,11/02/2015 01:03:47 PM,XX,RUSH ST,,S,11,240,MOTOR VEHICLE THEFT,-71.08556,42.38761,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
12029212,07/26/2012 08:49:00 AM,XX,RUSH ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.08556,42.38761,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
7020462,06/10/2007 12:57:00 AM,XX,SARGENT AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09234,42.39145,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
5013366,05/02/2005 11:48:00 AM,XX,SEWALL ST,,,NA,240,MOTOR VEHICLE THEFT,-71.09122,42.39272,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5013366,05/02/2005 11:48:00 AM,XX,SEWALL ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09122,42.39272,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8005323,02/15/2008 09:47:00 AM,XX,SEWALL ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.09122,42.39272,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
14042825,12/05/2014 10:38:42 AM,XX,SIMPSON AVE,,S,112,23F,THEFT FROM MOTOR VEHICLE,-71.12413,42.39944,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
6023746,07/13/2006 08:25:00 AM,XX,SKEHAN ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10518,42.38001,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
15015257,04/07/2015 05:58:23 PM,XX,SKEHAN ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.10518,42.38001,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
15000830,01/07/2015 09:19:25 AM,XX,SKEHAN ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.10518,42.38001,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
15014068,03/31/2015 04:46:02 PM,XX,SKEHAN ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.10518,42.38001,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
12030972,08/05/2012 03:36:00 PM,XX,STANFORD TERR,,S,81,23F,THEFT FROM MOTOR VEHICLE,-71.11398,42.38461,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
13039389,10/18/2013 10:07:18 PM,XX,STICKNEY AVE,,S,41,23F,THEFT FROM MOTOR VEHICLE,-71.09559,42.38891,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
5008742,02/26/2005 09:52:00 AM,XX,SUMMIT AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.09553,42.38376,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
8000082,01/01/2008 03:33:00 PM,XX,SUNSET RD,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.12421,42.40865,25,017,350600,1400000US25017350600,25017350600,3506,CT,516247,0
14033447,09/29/2014 12:46:02 AM,XX,SYCAMORE ST,,S,44,23F,THEFT FROM MOTOR VEHICLE,-71.10138,42.38850,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
10035509,10/21/2010 12:19:00 PM,XX,TAYLOR ST,,S,35,23F,THEFT FROM MOTOR VEHICLE,-71.08925,42.39452,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8008370,03/12/2008 02:03:00 PM,XX,TAYLOR ST,,S,35,240,MOTOR VEHICLE THEFT,-71.08925,42.39452,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5028190,08/30/2005 04:25:00 PM,XX,TAYLOR ST,,,NA,240,MOTOR VEHICLE THEFT,-71.08925,42.39452,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
10036060,10/26/2010 03:34:00 PM,XX,TAYLOR ST,,S,35,220,BURGLARY/BREAKING AND ENTERING,-71.08925,42.39452,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
9045521,12/13/2009 05:34:00 PM,XX,TENNYSON ST,,S,43,23F,THEFT FROM MOTOR VEHICLE,-71.10021,42.39147,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
10024533,07/22/2010 12:47:00 PM,XX,TUFTS ST,,S,16,23F,THEFT FROM MOTOR VEHICLE,-71.08781,42.38136,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
8044378,12/08/2008 06:22:00 AM,XX,UNION SQ,,B,28,220,BURGLARY/BREAKING AND ENTERING,-71.09615,42.37960,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
7039906,10/28/2007 01:02:00 PM,XX,UNION SQ,,B,28,23F,THEFT FROM MOTOR VEHICLE,-71.09615,42.37960,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
6012450,04/15/2006 04:50:00 PM,XX,UNION SQ,,,NA,120,ROBBERY,-71.09615,42.37960,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
5010070,04/02/2005 10:37:00 PM,XX,UNION SQ,,,NA,120,ROBBERY,-71.09615,42.37960,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
7019467,06/04/2007 03:57:00 AM,XX,UNION SQ,,S,NA,120,ROBBERY,-71.09615,42.37960,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
15017511,04/19/2015 02:42:03 PM,XX,UPLAND RD,,S,126,23F,THEFT FROM MOTOR VEHICLE,-71.12389,42.40911,25,017,350600,1400000US25017350600,25017350600,3506,CT,516247,0
9030759,08/19/2009 06:34:00 AM,XX,VERMONT AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.08277,42.38919,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
6039611,11/14/2006 09:50:00 AM,XX,VIRGINIA ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09117,42.38625,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
5004555,02/09/2005 12:40:00 PM,XX,WALDO ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10416,42.38883,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
6004194,02/07/2006 11:44:00 AM,XX,WARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.08946,42.37489,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
7040831,11/05/2007 06:35:00 AM,XX,WARE ST,,S,128,23F,THEFT FROM MOTOR VEHICLE,-71.12696,42.40511,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
16037204,06/21/2016 04:29:38 PM,XX,WEBSTER AV,,B,137,220,BURGLARY/BREAKING AND ENTERING,-71.09626,42.37897,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
13012062,03/28/2013 08:18:31 AM,XX,WEBSTER AVE,,B,137,23F,THEFT FROM MOTOR VEHICLE,-71.09626,42.37897,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
14026976,08/13/2014 12:16:37 AM,1XX,WALNUT ST,,S,8,120,ROBBERY,-71.09162,42.38971,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
12019114,05/20/2012 01:28:00 PM,XX,WESLEY PK,,S,62,23F,THEFT FROM MOTOR VEHICLE,-71.09764,42.38179,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
11029633,09/09/2011 07:57:00 PM,XX,WESLEY ST,,S,9,220,BURGLARY/BREAKING AND ENTERING,-71.09121,42.38702,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
9032752,09/03/2009 12:26:00 PM,XX,WESLEY ST,,S,9,220,BURGLARY/BREAKING AND ENTERING,-71.09121,42.38702,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
13024787,06/28/2013 08:02:46 PM,XX,WESLEY ST,,S,9,240,MOTOR VEHICLE THEFT,-71.09121,42.38702,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
6044939,12/31/2006 02:41:00 PM,XX,WESTMINSTER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12631,42.40311,25,017,350600,1400000US25017350600,25017350600,3506,CT,516247,0
17039759,07/01/2017 04:48:32 PM,XX,WESTON AV,,B,130,220,BURGLARY/BREAKING AND ENTERING,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
6024240,07/16/2006 07:34:00 PM,XX,WESTON AVE,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
6004200,02/07/2006 12:32:00 PM,XX,WESTON AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
13043941,11/25/2013 07:46:19 PM,XX,WESTON AVE,,S,130,240,MOTOR VEHICLE THEFT,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
10039260,11/26/2010 12:06:00 AM,XX,WESTON AVE,,S,130,220,BURGLARY/BREAKING AND ENTERING,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
12018402,05/15/2012 11:07:00 AM,XX,WESTON AVE,,S,130,23F,THEFT FROM MOTOR VEHICLE,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
7006978,03/02/2007 02:09:00 PM,XX,WESTON AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12888,42.40382,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
