incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
7026331,07/21/2007 12:50:00 AM,XX,15 TENNYSON STREET,,I,NA,120,ROBBERY,-71.10003,42.39183,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
8035903,10/06/2008 09:46:00 AM,XX,422 MYSTIC AVE,,S,35,23F,THEFT FROM MOTOR VEHICLE,-71.08901,42.39509,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5042153,12/24/2005 04:43:00 AM,XX,709 MCGRATH HWY,,,NA,120,ROBBERY,-71.08673,42.39063,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8000319,01/03/2008 07:00:00 PM,XX,ABERDEEN RD,,S,97,23F,THEFT FROM MOTOR VEHICLE,-71.11355,42.39205,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
7017731,05/23/2007 11:33:00 AM,XX,ACADIA PK,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11692,42.38826,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8019411,06/08/2008 10:14:00 AM,XX,ADAMS ST,,S,64,240,MOTOR VEHICLE THEFT,-71.09955,42.39566,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
9016751,05/11/2009 11:01:00 PM,XX,ADRIAN ST,,S,58,240,MOTOR VEHICLE THEFT,-71.09894,42.37731,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
13000765,01/06/2013 08:56:00 AM,XX,ALBION PL,,S,70,23F,THEFT FROM MOTOR VEHICLE,-71.10828,42.39247,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
13030072,08/08/2013 04:42:15 PM,XX,ALBION ST E,,S,33,240,MOTOR VEHICLE THEFT,-71.10714,42.39139,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
6023666,07/12/2006 12:12:00 PM,XX,ALBION ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.10714,42.39139,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
13008302,02/28/2013 12:11:18 AM,XX,ALDERSEY STREET,,S,22,120,ROBBERY,-71.09756,42.38356,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
5007186,03/06/2005 06:13:00 PM,XX,ALEWIFE BROOK PKY,,,NA,240,MOTOR VEHICLE THEFT,-71.13431,42.40441,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
7000831,01/08/2007 08:23:00 AM,XX,ALEWIFE BROOK PKY,,P,NA,220,BURGLARY/BREAKING AND ENTERING,-71.13431,42.40441,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
12018142,05/13/2012 08:23:00 PM,XX,ALLEN ST,,S,25,23F,THEFT FROM MOTOR VEHICLE,-71.09312,42.37865,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
16004443,01/25/2016 12:18:52 PM,XX,ALLEN ST,,S,25,23F,THEFT FROM MOTOR VEHICLE,-71.09312,42.37865,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
8025079,07/20/2008 12:21:00 PM,XX,ALSTON ST,,S,18,240,MOTOR VEHICLE THEFT,-71.08900,42.38124,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
5030585,09/18/2005 11:00:00 AM,XX,AMES ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.10220,42.39236,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
6033197,09/21/2006 11:42:00 PM,XX,ARLINGTON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.08212,42.38601,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
16078699,12/15/2016 01:04:19 PM,XX,ARTISAN WAY,,S,4,23F,THEFT FROM MOTOR VEHICLE,-71.07930,42.39514,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
14040002,11/13/2014 02:14:21 PM,XX,ARTISAN WAY,,S,1,23F,THEFT FROM MOTOR VEHICLE,-71.07930,42.39514,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
6003039,01/27/2006 08:19:00 PM,XX,ASH AVE,,,NA,120,ROBBERY,-71.09560,42.39847,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
14044591,12/17/2014 07:42:42 AM,XX,ASSEMBLY ROW,,S,4,240,MOTOR VEHICLE THEFT,-71.07907,42.39388,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
15057682,11/22/2015 06:41:35 PM,XX,ASSEMBLY ROW,,S,1,240,MOTOR VEHICLE THEFT,-71.07907,42.39388,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
14003872,02/04/2014 06:35:24 AM,XX,ASSEMBLY ROW,,S,4,220,BURGLARY/BREAKING AND ENTERING,-71.07907,42.39388,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
5020155,06/27/2005 07:40:00 AM,XX,ASSEMBLY SQ MALL,,,NA,240,MOTOR VEHICLE THEFT,-71.10442,42.39105,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
5019537,06/22/2005 02:00:00 AM,XX,AUBURN AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09093,42.38444,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
5001408,01/14/2005 12:30:00 AM,XX,AUBURN AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09093,42.38444,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
6023398,07/10/2006 09:30:00 AM,XX,AUBURN AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.09093,42.38444,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
12040435,10/06/2012 07:32:00 PM,XX,AUSTIN ST,,S,7,23F,THEFT FROM MOTOR VEHICLE,-71.08043,42.38769,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
13040569,10/28/2013 01:54:07 PM,XX,AVON ST,,S,46,23F,THEFT FROM MOTOR VEHICLE,-71.10216,42.38570,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
11021344,07/02/2011 03:46:00 AM,XX,BAILEY RD,,S,31,23F,THEFT FROM MOTOR VEHICLE,-71.08620,42.39439,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
8007793,03/07/2008 03:05:00 PM,XX,BAILEY RD,,S,32,220,BURGLARY/BREAKING AND ENTERING,-71.08620,42.39439,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
16031428,05/30/2016 02:15:44 PM,XX,BAILEY RD,,S,32,240,MOTOR VEHICLE THEFT,-71.08620,42.39439,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
7001100,01/10/2007 02:31:00 PM,XX,BAILEY RD,,S,NA,240,MOTOR VEHICLE THEFT,-71.08620,42.39439,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
9012780,04/13/2009 07:49:00 PM,XX,BAILEY RD,,S,32,240,MOTOR VEHICLE THEFT,-71.08620,42.39439,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
8036333,10/09/2008 11:32:00 AM,XX,BAILEY RD,,B,NA,120,ROBBERY,-71.08620,42.39439,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
6014378,05/01/2006 11:37:00 AM,XX,BANKS ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11754,42.39166,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
6009394,03/22/2006 08:15:00 PM,XX,BARTON ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.13000,42.40657,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
7020634,06/11/2007 02:30:00 AM,XX,BARTON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.13000,42.40657,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
6024311,07/14/2006 12:40:00 PM,XX,BEACON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
9002342,01/19/2009 10:50:00 AM,XX,BEACON ST,,S,99,23F,THEFT FROM MOTOR VEHICLE,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
10019488,06/12/2010 02:06:00 AM,XX,BEACON ST,,S,59,240,MOTOR VEHICLE THEFT,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
10028286,08/21/2010 09:37:00 PM,XX,BEACON ST,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
10007308,03/08/2010 09:44:00 PM,XX,BEACON ST,,S,99,240,MOTOR VEHICLE THEFT,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
7043014,11/24/2007 10:02:00 PM,XX,BEACON ST,,S,99,23F,THEFT FROM MOTOR VEHICLE,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
8005606,02/17/2008 03:57:00 PM,XX,BEACON ST,,S,59,240,MOTOR VEHICLE THEFT,-71.10920,42.38058,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
5006743,02/28/2005 08:16:00 AM,XX,BEECH ST,,,NA,240,MOTOR VEHICLE THEFT,-71.10767,42.38406,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
8012953,04/18/2008 10:20:00 AM,XX,BELMONT ST,,S,74,23F,THEFT FROM MOTOR VEHICLE,-71.10930,42.38698,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
7012139,04/10/2007 03:58:00 PM,XX,BELMONT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.10930,42.38698,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8005288,02/14/2008 11:46:00 PM,XX,BELMONT ST,,S,74,23F,THEFT FROM MOTOR VEHICLE,-71.10930,42.38698,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
7016219,05/11/2007 08:27:00 PM,XX,BELMONT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.10930,42.38698,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
5032315,10/02/2005 12:31:00 PM,XX,BENEDICT ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.08001,42.38741,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
8033076,09/16/2008 09:07:00 AM,XX,BENTON RD,,S,71,23F,THEFT FROM MOTOR VEHICLE,-71.10560,42.38848,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
5016045,05/24/2005 09:00:00 PM,XX,BENTON RD,,,NA,240,MOTOR VEHICLE THEFT,-71.10560,42.38848,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
8016996,05/21/2008 08:55:00 AM,XX,BENTON RD,,S,74,23F,THEFT FROM MOTOR VEHICLE,-71.10560,42.38848,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
7035502,09/25/2007 11:40:00 AM,XX,BENTON RD,,S,74,23F,THEFT FROM MOTOR VEHICLE,-71.10560,42.38848,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
11011048,04/02/2011 10:48:00 AM,XX,BENTON RD,,S,71,240,MOTOR VEHICLE THEFT,-71.10560,42.38848,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
5029321,09/08/2005 09:00:00 PM,XX,BIKE PATH BETWN DAVIS & WILLOW,,,NA,120,ROBBERY,-71.22894,42.39595,25,017,368901,1400000US25017368901,25017368901,3689.01,CT,4020835,25552
7034823,09/20/2007 09:02:00 PM,XX,BIKE PATH,,S,999,120,ROBBERY,-71.13417,42.40717,25,017,356701,1400000US25017356701,25017356701,3567.01,CT,1136780,3520
5039809,12/03/2005 08:24:00 PM,XX,BIKE PATH/CEDAR ST,,,NA,120,ROBBERY,-71.11162,42.39328,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8004863,02/11/2008 09:54:00 AM,XX,BONAIR ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.08931,42.38848,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
13001979,01/14/2013 08:09:00 PM,XX,BONAIR ST,,S,9,23F,THEFT FROM MOTOR VEHICLE,-71.08931,42.38848,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
6033279,09/22/2006 02:36:00 PM,XX,BOND ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.09591,42.39531,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
13042461,11/12/2013 07:25:02 PM,XX,BONNER AVE,,S,24,23F,THEFT FROM MOTOR VEHICLE,-71.09380,42.38010,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
12039125,09/27/2012 04:02:00 PM,XX,BONNER AVE,,S,24,23F,THEFT FROM MOTOR VEHICLE,-71.09380,42.38010,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
12028398,07/21/2012 10:12:00 AM,XX,BONNER AVE,,S,24,23F,THEFT FROM MOTOR VEHICLE,-71.09380,42.38010,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
6040650,11/23/2006 01:41:00 AM,XX,BOSTON AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.11167,42.39995,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
5032142,10/01/2005 02:50:00 AM,XX,BOSTON ST,,,NA,240,MOTOR VEHICLE THEFT,-71.09136,42.33901,25,025,010405,1400000US25025010405,25025010405,104.05,CT,364895,0
9038606,10/17/2009 10:33:00 PM,XX,BOSTON ST,,S,21,23F,THEFT FROM MOTOR VEHICLE,-71.09136,42.33901,25,025,010405,1400000US25025010405,25025010405,104.05,CT,364895,0
15024245,05/26/2015 09:06:33 PM,XX,BOSTON ST,,S,21,240,MOTOR VEHICLE THEFT,-71.09136,42.33901,25,025,010405,1400000US25025010405,25025010405,104.05,CT,364895,0
6024849,07/21/2006 07:15:00 AM,XX,BOSTON ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.09136,42.33901,25,025,010405,1400000US25025010405,25025010405,104.05,CT,364895,0
7045079,12/13/2007 05:31:00 PM,XX,BOW ST,,S,52,240,MOTOR VEHICLE THEFT,-71.09874,42.38158,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
10032960,09/28/2010 07:35:00 PM,XX,BOW ST,,S,52,23F,THEFT FROM MOTOR VEHICLE,-71.09874,42.38158,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
14034668,10/08/2014 09:30:23 AM,XX,BOW ST,,S,52,240,MOTOR VEHICLE THEFT,-71.09874,42.38158,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
8003448,01/30/2008 02:14:00 AM,XX,BRASTOW AVE,,S,32,23F,THEFT FROM MOTOR VEHICLE,-71.10977,42.38865,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
5018466,06/13/2005 07:58:00 AM,XX,BRASTOW AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10977,42.38865,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8041664,11/16/2008 09:31:00 PM,XX,BROADWAY & LEONARD ST.,,S,120,120,ROBBERY,-78.58961,42.89124,,,,,,,,,
5008570,03/19/2005 09:31:00 PM,XX,BROADWAY & POWDER HOUSE PK,,,NA,120,ROBBERY,-78.58961,42.89124,,,,,,,,,
15009603,03/03/2015 10:06:45 PM,XX,BROADWAY / CEDAR STREET,,B,85,23F,THEFT FROM MOTOR VEHICLE,-71.10781,42.39837,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
7045317,12/15/2007 06:19:00 PM,XX,BROADWAY,,S,11,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
6020410,06/18/2006 03:40:00 AM,XX,BROADWAY,,C,NA,120,ROBBERY,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
5027069,08/21/2005 04:15:00 PM,XX,BROADWAY,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
8007348,03/03/2008 04:47:00 PM,XX,BROADWAY,,S,11,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
5012167,04/21/2005 11:57:00 PM,XX,BROADWAY,,,NA,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
8034017,09/22/2008 10:17:00 PM,XX,BROADWAY,,S,8,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
7025552,07/15/2007 05:59:00 PM,XX,BROADWAY,,P,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
7040669,11/03/2007 02:08:00 PM,XX,BROADWAY,,S,8,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
8047241,12/31/2008 05:11:00 PM,XX,BROADWAY,,S,10,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
14043120,12/07/2014 10:07:00 AM,XX,BROADWAY,,S,132,240,MOTOR VEHICLE THEFT,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
5012188,04/22/2005 09:21:00 AM,XX,BROADWAY,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10759,42.39838,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
6019549,06/11/2006 09:14:00 PM,XX,BROMFIELD RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11607,42.40166,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
6002281,01/21/2006 09:57:00 AM,XX,BROMFIELD RD,,,NA,240,MOTOR VEHICLE THEFT,-71.11607,42.40166,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
13011993,03/27/2013 06:07:27 PM,XX,BUCKINGHAM ST,,S,60,240,MOTOR VEHICLE THEFT,-71.10364,42.37620,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
9022517,06/21/2009 01:43:00 AM,XX,BUENA VISTA RD,,S,115,23F,THEFT FROM MOTOR VEHICLE,-71.12451,42.39775,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
7030274,08/19/2007 03:50:00 PM,XX,BUENA VISTA RD,,S,115,23F,THEFT FROM MOTOR VEHICLE,-71.12451,42.39775,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
6020776,06/21/2006 01:21:00 AM,XX,BUENA VISTA RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12451,42.39775,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
14025727,08/03/2014 11:44:10 AM,XX,BURNSIDE AVE,,S,100,23F,THEFT FROM MOTOR VEHICLE,-71.11723,42.39086,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
8004085,02/04/2008 01:44:00 PM,XX,BUTLER DR,,S,34,240,MOTOR VEHICLE THEFT,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8003545,01/30/2008 11:31:00 PM,XX,BUTLER DR,,S,34,120,ROBBERY,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
13004787,02/02/2013 08:41:00 PM,XX,BUTLER DR,,S,35,120,ROBBERY,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
6018494,06/03/2006 10:37:00 AM,XX,BUTLER DR,,S,NA,240,MOTOR VEHICLE THEFT,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5028888,09/05/2005 07:37:00 AM,XX,BUTLER DR,,,NA,240,MOTOR VEHICLE THEFT,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5041250,12/16/2005 04:57:00 PM,XX,BUTLER DR,,,NA,240,MOTOR VEHICLE THEFT,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
10037394,11/07/2010 01:29:00 PM,XX,BUTLER DR,,S,34,23F,THEFT FROM MOTOR VEHICLE,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
7024025,07/04/2007 10:38:00 AM,XX,BUTLER DR,,S,NA,240,MOTOR VEHICLE THEFT,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
5030039,09/14/2005 11:42:00 AM,XX,BUTLER DR,,S,NA,240,MOTOR VEHICLE THEFT,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8002910,01/25/2008 12:00:00 PM,XX,BUTLER DR,,S,34,23F,THEFT FROM MOTOR VEHICLE,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
10010843,04/07/2010 08:03:00 AM,XX,BUTLER DR,,S,34,23F,THEFT FROM MOTOR VEHICLE,-71.09019,42.39617,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
17004412,01/22/2017 12:23:10 AM,XX,CALVIN ST,,S,58,23F,THEFT FROM MOTOR VEHICLE,-71.10414,42.37762,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
8016634,05/18/2008 01:27:00 PM,XX,CALVIN ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.10414,42.37762,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
7007778,03/09/2007 12:36:00 AM,XX,CAMBRIA ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10597,42.38795,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
13015747,04/22/2013 01:16:54 PM,XX,CANAL LA,,S,34,240,MOTOR VEHICLE THEFT,-71.07967,42.39413,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
16034669,06/11/2016 10:46:16 PM,XX,CANAL LN,,S,34,240,MOTOR VEHICLE THEFT,-71.09396,42.39674,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
14035768,10/15/2014 09:50:46 PM,XX,CANAL ST,,S,1,240,MOTOR VEHICLE THEFT,-71.07967,42.39413,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
16009797,02/20/2016 04:41:42 PM,XX,CARLTON ST,,S,55,240,MOTOR VEHICLE THEFT,-71.10006,42.38081,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
5038463,11/21/2005 09:00:00 PM,XX,CARLTON ST,,,NA,120,ROBBERY,-71.10006,42.38081,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
13000651,01/05/2013 01:10:00 PM,XX,CARLTON ST,,S,55,23F,THEFT FROM MOTOR VEHICLE,-71.10006,42.38081,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
6027381,08/08/2006 11:43:00 AM,XX,CEDAR ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11162,42.39328,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8043402,11/30/2008 12:09:00 PM,XX,CENTRAL ST,,S,79,240,MOTOR VEHICLE THEFT,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
7004271,02/07/2007 02:37:00 PM,XX,CENTRAL ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
10033299,10/01/2010 01:01:00 PM,XX,CENTRAL ST,,S,79,23F,THEFT FROM MOTOR VEHICLE,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
13031579,08/19/2013 02:59:05 PM,XX,CENTRAL ST,,S,135,240,MOTOR VEHICLE THEFT,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
9014233,04/24/2009 11:30:00 AM,XX,CENTRAL ST,,S,135,23F,THEFT FROM MOTOR VEHICLE,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
7039116,10/22/2007 06:07:00 PM,XX,CENTRAL ST,,S,71,120,ROBBERY,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
7022841,06/25/2007 09:27:00 PM,XX,CENTRAL STREET,,S,NA,120,ROBBERY,-71.10284,42.38925,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
6011783,04/10/2006 09:59:00 AM,XX,CHARLES E RYAN RD,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10646,42.39672,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
9021615,06/15/2009 08:36:00 AM,XX,CHERRY ST,,S,94,240,MOTOR VEHICLE THEFT,-71.11502,42.39137,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
13022294,06/09/2013 04:33:51 PM,XX,CHESTER PL,,S,108,240,MOTOR VEHICLE THEFT,-71.12353,42.39504,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
12013971,04/14/2012 02:06:00 PM,XX,CHESTER ST,,S,109,240,MOTOR VEHICLE THEFT,-71.12298,42.39459,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
8022242,06/29/2008 04:13:00 AM,XX,CHESTER ST,,S,134,23F,THEFT FROM MOTOR VEHICLE,-71.12298,42.39459,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
7011307,04/03/2007 05:14:00 PM,XX,CHESTNUT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.08635,42.37786,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
5039887,12/04/2005 02:07:00 PM,XX,CHESTNUT ST,,,NA,240,MOTOR VEHICLE THEFT,-71.08635,42.37786,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
14032579,09/24/2014 06:25:38 AM,XX,CLARK ST,,S,58,23F,THEFT FROM MOTOR VEHICLE,-71.09785,42.37838,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
17014195,03/07/2017 10:24:44 PM,XX,CLEVELAND ST,,S,79,240,MOTOR VEHICLE THEFT,-71.10679,42.38502,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
11010147,03/25/2011 12:20:00 PM,XX,CLYDE ST,,S,68,23F,THEFT FROM MOTOR VEHICLE,-71.10899,42.39470,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
6016919,05/22/2006 08:55:00 AM,XX,CLYDE STREET,,S,NA,240,MOTOR VEHICLE THEFT,-71.10899,42.39470,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
7014139,04/26/2007 02:03:00 PM,XX,COLLEGE AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11772,42.40023,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
10036387,10/29/2010 02:40:00 PM,XX,COLLEGE HILL RD,,S,126,23F,THEFT FROM MOTOR VEHICLE,-71.12841,42.40885,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
17013321,03/03/2017 12:30:46 PM,XX,CONCORD AV,,S,28,240,MOTOR VEHICLE THEFT,-71.09910,42.37656,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
