incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y
9032062,08/29/2009 02:40:00 PM,XX,DELAWARE ST,,S,13,23F,THEFT FROM MOTOR VEHICLE,-71.089806,42.3858835
15061879,12/17/2015 05:44:11 PM,XX,DERBY ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.0903849,42.3942093
15058976,12/01/2015 02:43:14 PM,XX,DERBY ST,,S,37,240,MOTOR VEHICLE THEFT,-71.0903849,42.3942093
8032988,09/15/2008 03:49:00 PM,XX,DERBY ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.0903849,42.3942093
10025119,07/27/2010 05:12:00 PM,XX,DEXTER ST,,S,500,240,MOTOR VEHICLE THEFT,-71.0792808,42.430029
14042646,12/03/2014 09:02:04 PM,XX,DICKINSON ST,,S,61,23F,THEFT FROM MOTOR VEHICLE,-71.1009609,42.37506
17022833,04/18/2017 05:11:42 PM,XX,DIMICK ST,,S,60,240,MOTOR VEHICLE THEFT,-71.1027656,42.3767588
10037284,11/06/2010 11:15:00 AM,XX,DIMICK ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.1027656,42.3767588
6030844,09/04/2006 03:41:00 PM,XX,DOVER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.123053,42.396438
9037848,10/12/2009 01:42:00 PM,XX,DOVER ST,,S,400,23F,THEFT FROM MOTOR VEHICLE,-71.123053,42.396438
7027430,07/28/2007 07:27:00 PM,XX,DOVER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.123053,42.396438
7024254,07/06/2007 01:42:00 AM,XX,DOW ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.1281887,42.4055969
6024467,07/18/2006 11:22:00 AM,XX,EASTMAN RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1121624,42.391124
9015879,05/06/2009 12:45:00 AM,XX,EDGAR AVE,,S,36,23F,THEFT FROM MOTOR VEHICLE,-71.0967914,42.3963714
10019604,06/13/2010 12:29:00 AM,XX,EDGAR AVE,,S,33,240,MOTOR VEHICLE THEFT,-71.0967914,42.3963714
6018197,06/01/2006 08:17:00 AM,XX,EDGAR AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.0967914,42.3963714
10002160,01/21/2010 07:22:00 PM,XX,EDGAR CT,,S,33,240,MOTOR VEHICLE THEFT,-71.0961562,42.3970355
6024542,07/18/2006 08:58:00 PM,XX,ELIOT ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1068088,42.3803229
13019572,05/20/2013 01:21:17 PM,XX,ELLINGTON RD,,S,92,240,MOTOR VEHICLE THEFT,-71.1192247,42.395633
5006330,02/26/2005 03:52:00 PM,XX,ELM ST (DAVIS SQ),,,NA,240,MOTOR VEHICLE THEFT,-71.1211361,42.3942248
10033100,09/29/2010 09:04:00 PM,XX,ELM ST,,S,106,240,MOTOR VEHICLE THEFT,-71.118544,42.3911155
9014100,04/23/2009 10:59:00 AM,XX,ELM ST,,S,106,240,MOTOR VEHICLE THEFT,-71.118544,42.3911155
6017517,05/27/2006 02:06:00 PM,XX,ELM ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.118544,42.3911155
6034190,09/29/2006 07:57:00 PM,XX,ELM ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.118544,42.3911155
5041314,12/17/2005 03:39:00 AM,XX,ELM ST,,,NA,240,MOTOR VEHICLE THEFT,-71.118544,42.3911155
11040335,11/25/2011 12:42:00 PM,XX,ELM ST,,B,107,120,ROBBERY,-71.118544,42.3911155
6002972,01/27/2006 11:15:00 AM,XX,ELM ST,,,NA,240,MOTOR VEHICLE THEFT,-71.118544,42.3911155
6014364,05/01/2006 10:19:00 AM,XX,ENDICOTT AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1295613,42.4039314
7033463,09/11/2007 06:22:00 PM,XX,ENDICOTT AVE,,S,130,23F,THEFT FROM MOTOR VEHICLE,-71.1295613,42.4039314
9031954,08/28/2009 05:16:00 PM,XX,ENDICOTT AVE,,S,130,240,MOTOR VEHICLE THEFT,-71.1295613,42.4039314
14025787,08/04/2014 12:08:29 AM,XX,EVERETT AVE,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.0900381,42.3873408
13002148,01/15/2013 06:24:00 PM,XX,EVERETT ST,,S,28,23F,THEFT FROM MOTOR VEHICLE,-71.0953848,42.378815
6005460,02/17/2006 06:15:00 AM,XX,EVERETT ST,,,NA,120,ROBBERY,-71.0953848,42.378815
7016780,05/16/2007 09:17:00 AM,XX,EVERGREEN AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.0965187,42.3917521
5016961,06/01/2005 06:16:00 PM,XX,EVERGREEN SQ,,,NA,240,MOTOR VEHICLE THEFT,-71.1131919,42.3863
8030396,08/28/2008 11:46:00 AM,XX,FAIRFAX ST,,S,131,23F,THEFT FROM MOTOR VEHICLE,-71.1299029,42.4118407
17001602,01/09/2017 12:19:48 AM,XX,FELLSWAY W,,S,37,240,MOTOR VEHICLE THEFT,-71.0870062,42.3932004
7026508,07/22/2007 12:46:00 PM,XX,FELLSWAY W,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0870062,42.3932004
16046709,07/30/2016 04:22:36 PM,XX,FENWICK ST,,S,36,240,MOTOR VEHICLE THEFT,-71.0951937,42.3949511
7027029,07/26/2007 12:44:00 AM,XX,FITCHBURG ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0844518,42.3758707
8020263,06/14/2008 11:40:00 AM,XX,FLINT ST,,S,13,23F,THEFT FROM MOTOR VEHICLE,-71.0875404,42.3845404
8006270,02/23/2008 12:21:00 AM,XX,FLINT ST,,S,14,23F,THEFT FROM MOTOR VEHICLE,-71.0875404,42.3845404
7015711,05/08/2007 12:58:00 PM,XX,FLINT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.0875404,42.3845404
10012202,04/17/2010 07:01:00 PM,XX,FOLEY ST,,S,2,240,MOTOR VEHICLE THEFT,-71.0803484,42.3930349
8042666,11/24/2008 04:40:00 PM,XX,FOLEY ST,,S,1,23F,THEFT FROM MOTOR VEHICLE,-71.0803484,42.3930349
5032868,10/06/2005 09:22:00 PM,XX,FOUNTAIN AVE,,,NA,120,ROBBERY,-71.0873298,42.3831154
6044922,12/31/2006 10:55:00 AM,XX,FOUNTAIN AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.0873298,42.3831154
6001503,01/14/2006 11:50:00 PM,XX,FRANEY RD,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1075315,42.3971253
8022995,07/04/2008 11:43:00 PM,XX,FRANKLIN & PERKINS,,S,11,120,ROBBERY,-86.8688899,35.9250637
9035839,09/27/2009 03:18:00 PM,XX,FRANKLIN ST,,S,15,120,ROBBERY,-71.0841948,42.3845586
11013191,04/22/2011 08:48:00 AM,XX,FRANKLIN ST,,S,15,240,MOTOR VEHICLE THEFT,-71.0841948,42.3845586
12012188,04/01/2012 07:07:00 PM,XX,FRANKLIN ST,,S,15,23F,THEFT FROM MOTOR VEHICLE,-71.0841948,42.3845586
8040012,11/05/2008 10:35:00 AM,XX,FRANKLIN ST,,S,15,23F,THEFT FROM MOTOR VEHICLE,-71.0841948,42.3845586
6041573,12/01/2006 04:35:00 PM,XX,FRANKLIN ST,,S,NA,120,ROBBERY,-71.0841948,42.3845586
6003199,01/29/2006 01:54:00 AM,XX,GARDEN CT,,,NA,240,MOTOR VEHICLE THEFT,-71.1090656,42.3838107
9002184,01/18/2009 01:09:00 AM,XX,GARFIELD AVE,,S,54,240,MOTOR VEHICLE THEFT,-71.0855366,42.3901838
14028066,08/21/2014 12:14:54 PM,XX,GARRISON AVE,,S,134,240,MOTOR VEHICLE THEFT,-71.1306724,42.4049711
14022505,07/09/2014 07:41:06 PM,XX,GEORGE ST,,S,11,240,MOTOR VEHICLE THEFT,-71.0799753,42.3859861
9005659,02/13/2009 11:17:00 AM,XX,GEORGE ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.0799753,42.3859861
7015645,05/07/2007 09:30:00 PM,XX,GILMAN ST & JASPER ST,,S,NA,120,ROBBERY,-71.092654,42.386238
11012193,04/13/2011 02:55:00 PM,XX,GILMAN ST (BRIDGE),,S,13,120,ROBBERY,-71.0994968,42.3875968
10026353,08/06/2010 05:10:00 PM,XX,GILMAN ST,,S,13,240,MOTOR VEHICLE THEFT,-71.0914447,42.3854065
6036333,10/17/2006 06:32:00 AM,XX,GILMAN ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.0914447,42.3854065
9006576,02/21/2009 11:07:00 AM,XX,GILMAN ST,,S,13,23F,THEFT FROM MOTOR VEHICLE,-71.0914447,42.3854065
7042113,11/16/2007 10:27:00 AM,XX,GILMAN ST,,S,13,120,ROBBERY,-71.0914447,42.3854065
14012918,04/26/2014 07:34:36 PM,XX,GILMAN ST,,S,13,240,MOTOR VEHICLE THEFT,-71.0914447,42.3854065
12046862,11/23/2012 03:25:00 PM,XX,GILMAN ST,,S,13,240,MOTOR VEHICLE THEFT,-71.0914447,42.3854065
14020822,06/27/2014 01:09:48 AM,XX,GILMAN ST,,S,13,23F,THEFT FROM MOTOR VEHICLE,-71.0914447,42.3854065
11020712,06/27/2011 12:39:00 PM,XX,GILMAN TERR,,S,9,240,MOTOR VEHICLE THEFT,-71.0922928,42.3875004
11042992,12/13/2011 08:18:00 PM,XX,GLEN ST,,S,14,23F,THEFT FROM MOTOR VEHICLE,-71.0860712,42.3851532
10038179,11/15/2010 01:29:00 PM,XX,GOV WINTHROP RD,,S,32,23F,THEFT FROM MOTOR VEHICLE,-71.0878246,42.3964715
15006059,02/08/2015 08:23:31 PM,XX,GRAND UNION BLVD,,S,4,240,MOTOR VEHICLE THEFT,-71.0811238,42.3948591
8040632,11/09/2008 01:54:00 PM,XX,GRANDVIEW AVE,,S,48,23F,THEFT FROM MOTOR VEHICLE,-71.1120229,42.419982
5037688,11/15/2005 04:20:00 PM,XX,GRANDVIEW AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.1120229,42.419982
9011383,04/02/2009 10:37:00 AM,XX,GRANITE ST,,S,49,240,MOTOR VEHICLE THEFT,-71.1030739,42.3830195
7018031,05/25/2007 03:02:00 AM,XX,GRANT ST @ BROADWAY,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0917969,42.3915907
7038502,10/17/2007 10:04:00 PM,XX,GRANT ST,,S,35,120,ROBBERY,-71.0900398,42.3928856
8044629,12/09/2008 09:14:00 PM,XX,GRANT ST,,S,38,23F,THEFT FROM MOTOR VEHICLE,-71.0900398,42.3928856
6030813,09/04/2006 11:24:00 AM,XX,GREENVILLE ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.0926928,42.3825269
8041356,11/14/2008 05:08:00 PM,XX,GROVE ST,,S,105,240,MOTOR VEHICLE THEFT,-71.1204966,42.3957061
5024702,08/02/2005 07:27:00 PM,XX,GROVE ST,,,NA,120,ROBBERY,-71.1204966,42.3957061
10036701,10/31/2010 07:36:00 PM,XX,GROVE ST,,S,105,23F,THEFT FROM MOTOR VEHICLE,-71.1204966,42.3957061
10021837,06/30/2010 09:47:00 AM,XX,GROVE ST,,S,105,23F,THEFT FROM MOTOR VEHICLE,-71.1204966,42.3957061
10035620,10/22/2010 12:44:00 PM,XX,GROVE ST,,S,106,23F,THEFT FROM MOTOR VEHICLE,-71.1204966,42.3957061
7006213,02/23/2007 08:05:00 PM,XX,GROVE ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.1204966,42.3957061
11012719,04/17/2011 11:40:00 PM,XX,GROVE ST,,S,106,240,MOTOR VEHICLE THEFT,-71.1204966,42.3957061
6038781,11/07/2006 01:08:00 PM,XX,GROVE ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.1204966,42.3957061
7004774,02/12/2007 08:25:00 AM,XX,HAMILTON RD,,S,NA,240,MOTOR VEHICLE THEFT,-71.1300026,42.4065746
6003516,02/01/2006 07:14:00 AM,XX,HAMMOND ST,,,NA,240,MOTOR VEHICLE THEFT,-71.1011245,42.3751123
9006492,02/20/2009 01:24:00 PM,XX,HARDING ST,,S,30,240,MOTOR VEHICLE THEFT,-71.0902116,42.3743491
16020458,04/12/2016 11:00:29 AM,XX,HARRISON ST,,S,82,23F,THEFT FROM MOTOR VEHICLE,-71.109585,42.381888
7009591,03/21/2007 09:32:00 AM,XX,HARVARD PL,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1078525,42.3860259
7024966,07/11/2007 09:29:00 AM,XX,HARVARD ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.1072949,42.385838
16018839,04/04/2016 10:24:57 PM,XX,HARVARD ST,,S,79,120,ROBBERY,-71.1072949,42.385838
5010716,04/08/2005 06:39:00 PM,XX,HARVARD ST,,,NA,240,MOTOR VEHICLE THEFT,-71.1072949,42.385838
5001430,01/14/2005 08:02:00 AM,XX,HARVARD ST,,,NA,240,MOTOR VEHICLE THEFT,-71.1072949,42.385838
14002297,01/21/2014 11:04:36 AM,XX,HAWKINS ST,,S,52,240,MOTOR VEHICLE THEFT,-71.0981009,42.3800284
14020170,06/21/2014 11:21:40 AM,XX,HAWKINS ST,,S,52,23F,THEFT FROM MOTOR VEHICLE,-71.0981009,42.3800284
15035585,07/24/2015 08:00:43 AM,XX,HAWKINS ST,,S,52,23F,THEFT FROM MOTOR VEHICLE,-71.0981009,42.3800284
8003864,02/02/2008 02:55:00 PM,XX,HAWTHORNE ST,,S,95,23F,THEFT FROM MOTOR VEHICLE,-71.1190094,42.3943194
5023932,07/28/2005 01:32:00 AM,XX,HEATH ST,,,NA,240,MOTOR VEHICLE THEFT,-71.0951937,42.3949511
7016304,05/12/2007 01:49:00 PM,XX,HERBERT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.1229219,42.3955435
9012957,04/15/2009 01:10:00 AM,XX,HERBERT ST,,S,106,240,MOTOR VEHICLE THEFT,-71.1229219,42.3955435
7009021,03/17/2007 10:47:00 PM,XX,HERBERT ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1229219,42.3955435
9031100,08/21/2009 11:12:00 PM,XX,HERBERT ST,,S,106,240,MOTOR VEHICLE THEFT,-71.1229219,42.3955435
10018566,06/05/2010 09:37:00 AM,XX,HERBERT ST,,S,106,23F,THEFT FROM MOTOR VEHICLE,-71.1229219,42.3955435
10039367,11/27/2010 02:36:00 PM,XX,HERBERT ST,,S,106,23F,THEFT FROM MOTOR VEHICLE,-71.1229219,42.3955435
14007870,03/12/2014 04:35:26 PM,XX,HERBERT ST,,S,106,240,MOTOR VEHICLE THEFT,-71.1229219,42.3955435
14009100,03/24/2014 05:47:26 PM,XX,HIGHLAND AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
10033823,10/05/2010 10:00:00 PM,XX,HIGHLAND AVE,,S,48,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
14013700,05/03/2014 10:21:02 AM,XX,HIGHLAND AVE,,S,48,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
12013208,04/09/2012 10:42:00 AM,XX,HIGHLAND AVE,,S,73,23F,THEFT FROM MOTOR VEHICLE,-71.1079523,42.3902029
5038527,11/22/2005 10:45:00 AM,XX,HIGHLAND AVE,,,NA,120,ROBBERY,-71.1079523,42.3902029
6013437,04/23/2006 10:09:00 PM,XX,HIGHLAND AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
15026029,06/05/2015 06:00:05 PM,XX,HIGHLAND AVE,,S,96,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
6008667,03/17/2006 08:56:00 AM,XX,HIGHLAND AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1079523,42.3902029
15036903,07/30/2015 03:51:36 PM,XX,HOLDEN GREEN,,S,53,120,ROBBERY,-71.1080237,42.3787399
12049328,12/08/2012 09:00:00 PM,XX,HOLLAND ST,,S,122,240,MOTOR VEHICLE THEFT,-71.1252368,42.3998502
13024291,06/24/2013 10:00:05 PM,XX,HOLLAND ST,,S,115,240,MOTOR VEHICLE THEFT,-71.1252368,42.3998502
8009255,03/18/2008 10:21:00 PM,XX,HOLLAND ST,,S,115,120,ROBBERY,-71.1252368,42.3998502
6010369,03/30/2006 01:07:00 PM,XX,HOLLAND ST,,,NA,240,MOTOR VEHICLE THEFT,-71.1252368,42.3998502
7030764,08/23/2007 10:58:00 AM,XX,HOMER SQ,,S,24,23F,THEFT FROM MOTOR VEHICLE,-71.0943012,42.3804809
7036598,10/03/2007 08:54:00 AM,XX,HUDSON ST,,S,71,23F,THEFT FROM MOTOR VEHICLE,-71.1075438,42.3908061
8022884,07/04/2008 02:27:00 AM,XX,IBBETSON & KIMBALL,,S,74,120,ROBBERY,-118.1185488,33.8679443
14044400,12/16/2014 09:02:29 AM,XX,IBBETSON ST,,S,77,23F,THEFT FROM MOTOR VEHICLE,-71.1117179,42.3857818
7019269,05/28/2007 11:24:00 AM,XX,INNER BELT RD,,S,NA,240,MOTOR VEHICLE THEFT,-71.0809392,42.3785924
15048968,10/03/2015 05:40:11 PM,XX,INNER BELT RD,,S,20,23F,THEFT FROM MOTOR VEHICLE,-71.0809392,42.3785924
5031802,09/28/2005 02:00:00 PM,XX,INNERBELT ROAD,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0809392,42.3785924
9045090,12/09/2009 07:44:00 PM,XX,IRVING ST,,S,112,120,ROBBERY,-71.1239853,42.3986765
9034624,09/18/2009 11:17:00 AM,XX,IRVINGTON RD,,S,131,23F,THEFT FROM MOTOR VEHICLE,-71.1285057,42.4152283
11027153,08/20/2011 12:25:00 PM,XX,JACKSON RD,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.0927876,42.3894124
5035120,08/30/2005 11:51:00 AM,XX,JAMES ST,,,NA,240,MOTOR VEHICLE THEFT,-71.0939982,42.3876153
7023455,06/29/2007 11:16:00 PM,XX,JAQUES ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.092016,42.394362
11013152,04/21/2011 09:07:00 PM,XX,JAQUES ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.092016,42.394362
6025883,07/28/2006 01:46:00 AM,XX,JOSEPHINE AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.1136194,42.397515
12024887,06/28/2012 06:56:00 PM,XX,JOY ST,,S,26,240,MOTOR VEHICLE THEFT,-71.08738,42.3793524
7008832,03/16/2007 05:06:00 PM,XX,JOY ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.08738,42.3793524
13041605,11/05/2013 02:23:20 PM,XX,JOY ST,,S,26,240,MOTOR VEHICLE THEFT,-71.08738,42.3793524
9003424,01/27/2009 01:16:00 PM,XX,JOY ST,,S,26,23F,THEFT FROM MOTOR VEHICLE,-71.08738,42.3793524
6008447,03/15/2006 12:24:00 PM,XX,JOY ST,,,NA,240,MOTOR VEHICLE THEFT,-71.08738,42.3793524
12033277,08/20/2012 05:02:00 PM,XX,KENNESON RD,,S,40,23F,THEFT FROM MOTOR VEHICLE,-71.0921958,42.3905079
7023576,06/30/2007 07:23:00 PM,XX,KENSINGTON AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0862006,42.3905678
15037939,08/05/2015 09:42:03 AM,XX,KIDDER AVE,,S,87,23F,THEFT FROM MOTOR VEHICLE,-71.1144027,42.3977263
10006943,03/06/2010 09:34:00 AM,XX,KILBY ST,,S,55,240,MOTOR VEHICLE THEFT,-71.0992661,42.380812
9021779,06/16/2009 09:02:00 AM,XX,KILSYTH RD,,S,500,23F,THEFT FROM MOTOR VEHICLE,-71.1005968,42.3972654
11027664,08/24/2011 05:02:00 PM,XX,KIMBALL ST,,S,77,23F,THEFT FROM MOTOR VEHICLE,-71.1113838,42.3862377
14039531,11/09/2014 02:34:28 PM,XX,KIMBALL ST,,S,77,23F,THEFT FROM MOTOR VEHICLE,-71.1113838,42.3862377
8027399,08/06/2008 02:49:00 PM,XX,KINGSTON ST,,S,108,240,MOTOR VEHICLE THEFT,-71.1263709,42.3970876
12012141,04/01/2012 12:27:00 PM,XX,KNOWLTON ST,,S,16,240,MOTOR VEHICLE THEFT,-71.0872531,42.3817317
8015236,05/07/2008 10:33:00 AM,XX,LAKE ST,,S,54,23F,THEFT FROM MOTOR VEHICLE,-71.0996365,42.3801906
9007712,03/03/2009 08:12:00 AM,XX,LANDERS ST,,S,49,23F,THEFT FROM MOTOR VEHICLE,-71.1020154,42.3834488
7030314,08/19/2007 08:52:00 PM,XX,LANGMAID AVE,,S,36,240,MOTOR VEHICLE THEFT,-71.0932517,42.3939709
10027509,08/15/2010 06:34:00 PM,XX,LANGMAID AVE,,S,36,23F,THEFT FROM MOTOR VEHICLE,-71.0932517,42.3939709
8024311,07/14/2008 04:05:00 PM,XX,LAUREL ST,,S,49,240,MOTOR VEHICLE THEFT,-71.1045497,42.3842459
8008842,03/15/2008 06:49:00 PM,XX,LAUREL ST,,S,49,23F,THEFT FROM MOTOR VEHICLE,-71.1045497,42.3842459
6027214,08/07/2006 08:00:00 AM,XX,LEE ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.0996742,42.3898319
13005477,02/08/2013 08:36:18 AM,XX,LEE ST,,S,43,240,MOTOR VEHICLE THEFT,-71.0996742,42.3898319
15020561,05/06/2015 04:14:17 PM,XX,LELAND ST,,S,56,240,MOTOR VEHICLE THEFT,-71.1027114,42.3794157
9010348,03/24/2009 06:33:00 PM,XX,LEON ST,,S,58,23F,THEFT FROM MOTOR VEHICLE,-71.1007476,42.3756137
7035097,09/22/2007 01:41:00 PM,XX,LESLEY AVE,,S,93,23F,THEFT FROM MOTOR VEHICLE,-71.114833,42.394496
14035752,10/15/2014 07:12:32 PM,XX,LIBERTY AVE,,S,86,120,ROBBERY,-71.1167028,42.39857
9012727,04/13/2009 01:14:00 PM,XX,LINCOLN AVE,,S,11,240,MOTOR VEHICLE THEFT,-71.0801563,42.385651
15017163,04/17/2015 09:31:22 PM,XX,LINCOLN ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.0811779,42.3859677
13000586,01/04/2013 09:32:00 PM,XX,LINCOLN ST,,S,11,240,MOTOR VEHICLE THEFT,-71.0811779,42.3859677
9015558,05/03/2009 02:23:00 PM,XX,LINDEN AVE,,S,76,23F,THEFT FROM MOTOR VEHICLE,-71.11346,42.3887307
8014565,05/01/2008 07:38:00 PM,XX,LINE ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.1050483,42.3760259
15002062,01/15/2015 03:01:13 PM,XX,LINE ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.1050483,42.3760259
9016808,05/12/2009 11:07:00 AM,XX,LINE ST,,S,59,240,MOTOR VEHICLE THEFT,-71.1050483,42.3760259
6005335,02/17/2006 11:38:00 AM,XX,LINWOOD ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0870473,42.3774873
8041244,11/13/2008 10:38:00 PM,XX,LINWOOD ST,,S,26,240,MOTOR VEHICLE THEFT,-71.0870473,42.3774873
11019146,06/13/2011 04:19:00 PM,XX,LINWOOD ST,,S,26,240,MOTOR VEHICLE THEFT,-71.0870473,42.3774873
5005414,02/17/2005 03:32:00 PM,XX,LINWOOD ST,,,NA,240,MOTOR VEHICLE THEFT,-71.0870473,42.3774873
5016030,05/24/2005 06:24:00 PM,XX,LOMBARDI WAY,,,NA,240,MOTOR VEHICLE THEFT,-71.0783489,42.3866409
14005766,02/20/2014 01:21:09 PM,XX,LOWELL ST,,S,66,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
5030842,09/20/2005 01:15:00 PM,XX,LOWELL ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1079523,42.3902029
8027327,08/05/2008 11:29:00 PM,XX,LOWELL ST,,S,66,240,MOTOR VEHICLE THEFT,-71.1079523,42.3902029
7023418,06/29/2007 08:20:00 PM,XX,LOWER CAMPUS RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1189643,42.4039419
5015703,05/21/2005 08:49:00 PM,XX,MACARTHUR ST,,,NA,120,ROBBERY,-71.0883449,42.3887989
14024691,07/26/2014 11:01:29 PM,XX,MADISON ST,,S,44,240,MOTOR VEHICLE THEFT,-71.0997841,42.3881796
12022580,06/13/2012 08:36:00 AM,XX,MADISON ST,,S,44,240,MOTOR VEHICLE THEFT,-71.0997841,42.3881796
7037259,10/08/2007 09:20:00 AM,XX,MAIN ST,,S,33,23F,THEFT FROM MOTOR VEHICLE,-71.0983896,42.3960124
15029843,06/25/2015 07:14:48 PM,XX,MAIN ST,,S,33,240,MOTOR VEHICLE THEFT,-71.0983896,42.3960124
9012159,04/08/2009 04:04:00 PM,XX,MAIN ST,,S,33,240,MOTOR VEHICLE THEFT,-71.0983896,42.3960124
11026943,08/18/2011 03:24:00 PM,XX,MAINE TERR,,S,7,240,MOTOR VEHICLE THEFT,-71.0810547,42.3887638
11021989,07/08/2011 07:07:00 AM,XX,MALLET ST,,S,86,240,MOTOR VEHICLE THEFT,-71.1142606,42.399346
7015838,05/09/2007 10:44:00 AM,XX,MALLET ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.1142606,42.399346
5028728,09/03/2005 08:34:00 PM,XX,MAPLE AVE,,,NA,240,MOTOR VEHICLE THEFT,-71.095011,42.3903952
11009711,03/22/2011 12:28:00 AM,XX,MARSHALL ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.0944926,42.3901447
15020151,05/04/2015 01:01:12 PM,XX,MASON ST,,S,120,23F,THEFT FROM MOTOR VEHICLE,-71.1219865,42.402508
6002405,01/22/2006 08:41:00 AM,XX,MAY PL,,,NA,240,MOTOR VEHICLE THEFT,-71.153947,42.3781207
9009835,03/19/2009 10:08:00 PM,XX,MCGRATH HWY,,S,5,240,MOTOR VEHICLE THEFT,-71.0902338,42.3820569
8043672,12/02/2008 03:09:00 PM,XX,MCGRATH HWY,,S,5,240,MOTOR VEHICLE THEFT,-71.0902338,42.3820569
7041410,11/10/2007 01:35:00 AM,XX,MEACHAM RD,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.1250344,42.3966316
8035138,09/30/2008 08:54:00 PM,XX,MEACHAM RD,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.1250344,42.3966316
7006124,02/23/2007 02:17:00 AM,XX,MEACHAM RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1250344,42.3966316
5016649,05/30/2005 03:31:00 AM,XX,MEACHAM ST,,,NA,240,MOTOR VEHICLE THEFT,-71.0967406,42.3977378
7028242,08/04/2007 11:08:00 AM,XX,MEACHAM ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.0967406,42.3977378
10039498,11/28/2010 11:09:00 PM,XX,MEACHAM ST,,S,33,240,MOTOR VEHICLE THEFT,-71.0967406,42.3977378
12023787,06/21/2012 08:27:00 AM,XX,MEACHAM ST,,S,33,23F,THEFT FROM MOTOR VEHICLE,-71.0967406,42.3977378
15007951,02/20/2015 09:49:45 PM,XX,MEDFORD ST,,S,66,23F,THEFT FROM MOTOR VEHICLE,-71.0984882,42.3904373
6001305,01/13/2006 10:15:00 AM,XX,MEDFORD ST,,,NA,240,MOTOR VEHICLE THEFT,-71.0984882,42.3904373
6017171,05/18/2006 01:47:00 PM,XX,MEDFORD ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.0984882,42.3904373
7041010,11/06/2007 04:57:00 PM,XX,MEDFORD ST,,S,66,240,MOTOR VEHICLE THEFT,-71.0984882,42.3904373
9026389,07/18/2009 07:37:00 PM,XX,MEDFORD ST,,S,135,240,MOTOR VEHICLE THEFT,-71.0984882,42.3904373
